Exporter,Importer,Resource,Value (1000USD),Weight (1000kg)
Belgium,Chile,Agricultural products,34534.15537372,24755.78547237
Belgium,Chile,Fertilizers,11170.198985,24912.317126
Belgium,Chile,Forestry products,1132.4311245,597.58891
Belgium,Chile,Fossil fuels,15316.8752912,23940.63579598
Belgium,Chile,Metals and minerals,19381.27021476,19197.47575049
Belgium,Chile,Pearls and gemstones,137.660737,0.00826574
Belgium,China,Agricultural products,401597.54429512,175071.05451815
Belgium,China,Fertilizers,133930.47814618,302089.74072381
Belgium,China,Forestry products,178852.166855,651181.48857325
Belgium,China,Fossil fuels,216217.24976205,310160.92034793
Belgium,China,Metals and minerals,921476.72204918,339073.36628191
Belgium,China,Pearls and gemstones,487752.67974864,19.66871408
Belgium,Colombia,Agricultural products,12765.37297429,11164.11684343
Belgium,Colombia,Fertilizers,11160.85164,28624.749772
Belgium,Colombia,Forestry products,615.173576,475.735729
Belgium,Colombia,Fossil fuels,1793.4830429,1436.2332076
Belgium,Colombia,Metals and minerals,13609.31629643,13541.80568634
Belgium,Colombia,Pearls and gemstones,106.4155,0.002
Belgium,Comoros,Agricultural products,659.938,493.944
Belgium,Comoros,Fertilizers,61.375,150.0
Belgium,Congo,Agricultural products,15255.524,20873.34
Belgium,Congo,Fertilizers,445.212,1003.6
Belgium,Congo,Forestry products,113.694,88.512
Belgium,Congo,Fossil fuels,28261.374,48222.271
Belgium,Congo,Metals and minerals,2210.371,1474.93
Belgium,Democratic Republic of the Congo,Agricultural products,38704.232,42527.301
Belgium,Democratic Republic of the Congo,Fertilizers,447.683,872.2
Belgium,Democratic Republic of the Congo,Forestry products,140.995,104.581
Belgium,Democratic Republic of the Congo,Fossil fuels,2863.871,1252.095
Belgium,Democratic Republic of the Congo,Metals and minerals,2439.72,1307.558
Belgium,Costa Rica,Agricultural products,4266.10819676,6419.69568063
Belgium,Costa Rica,Fertilizers,1797.718902,3572.469928
Belgium,Costa Rica,Forestry products,107.64427107,55.39618658
Belgium,Costa Rica,Fossil fuels,422.825259,346.990261
Belgium,Costa Rica,Metals and minerals,3711.44755962,4093.96852259
Belgium,Croatia,Agricultural products,26500.65387305,13642.70230162
Belgium,Croatia,Fertilizers,1204.87303924,2426.5443573
Belgium,Croatia,Forestry products,1360.82649973,1084.15820813
Belgium,Croatia,Fossil fuels,11572.22162669,8730.4693923
Belgium,Croatia,Metals and minerals,8047.60895466,2787.03684333
Belgium,Croatia,Pearls and gemstones,433.855855,0.15939259
Belgium,Cuba,Agricultural products,18251.278,8251.152
Belgium,Cuba,Fertilizers,743.825,915.7
Belgium,Cuba,Fossil fuels,9434.104,3467.794
Belgium,Cuba,Metals and minerals,15652.199,13967.859
