node_A,node_B,time_days,city_sex_worker,score,sex_type_A,sex_type_B,sex_type_C
86463,61109,733917,88,1,0,0,1
98670,145413,733917,2,1,1,0,1
87583,184720,733917,56,1,1,1,1
94272,167992,733917,180,1,1,1,1
96885,182774,733917,143,1,1,1,1
98259,183656,733917,253,1,1,1,1
99740,184846,733917,268,0,-1,-1,-1
99479,7207,733917,143,0,1,1,1
97374,10580,733917,253,1,0,1,1
99700,184764,733917,94,1,1,0,1
127095,144342,733917,94,1,1,1,0
94591,139189,733917,88,1,1,1,1
99802,125274,733917,107,1,0,1,1
91751,16092,733917,88,1,1,1,1
85693,7982,733917,143,1,0,1,0
99817,184846,733917,268,1,0,-1,1
97197,184748,733917,180,1,-1,-1,-1
94290,181737,733917,88,1,1,0,1
65412,119778,733917,68,1,-1,1,1
99797,155448,733917,268,1,-1,0,1
99785,155448,733917,268,1,-1,-1,1
98320,35595,733917,2,-1,0,0,-1
99590,132649,733917,88,1,1,1,1
76254,167992,733917,2,1,1,-1,1
99157,159451,733917,259,1,0,0,1
96066,80500,733917,88,1,1,1,1
43037,7207,733917,143,-1,1,-1,1
99758,184846,733917,268,1,0,-1,1
99799,161259,733917,68,1,0,1,1
99789,5651,733917,88,-1,-1,1,-1
99521,7515,733917,180,1,1,-1,1
93263,179178,733918,68,1,1,1,1
99645,68385,733918,2,1,1,1,1
93564,27790,733918,143,1,1,1,1
99843,118963,733918,94,0,1,0,1
99036,172163,733918,81,1,1,1,1
98747,176268,733918,2,1,1,0,1
94313,101362,733918,2,1,0,1,1
55515,68567,733918,173,1,0,-1,1
97372,121977,733918,180,1,-1,-1,1
96066,123934,733918,88,1,1,1,1
98259,144475,733918,253,1,0,1,1
99645,70466,733918,2,1,1,1,1
96066,55567,733918,88,1,1,1,1
99843,118963,733918,94,-1,0,0,0
96939,183378,733918,143,1,0,1,1
96810,146469,733918,2,1,1,0,1
97372,178421,733918,180,-1,-1,-1,-1
88427,57160,733918,88,1,1,1,1
87695,184830,733918,173,-1,1,-1,0
85497,65422,733918,94,1,0,1,1
92666,183578,733918,2,-1,0,0,0
92093,60851,733918,2,1,1,1,1
99836,73878,733918,2,1,1,1,1
91968,147957,733918,143,-1,1,1,1
91365,174543,733918,180,-1,0,0,0
97498,181828,733918,143,1,1,1,1
99847,152269,733918,268,-1,0,-1,-1
99879,148190,733919,94,1,1,1,1
99862,115695,733919,107,1,0,0,1
99525,144698,733919,259,1,1,-1,1
99692,139153,733919,56,1,-1,-1,1
99874,42219,733919,107,-1,1,1,-1
97215,33035,733919,2,1,1,-1,1
93904,153942,733919,88,0,1,0,1
89984,172347,733919,68,1,1,0,-1
93841,185034,733919,2,1,1,0,1
65412,158831,733919,68,1,1,1,1
99864,155620,733919,143,1,0,1,1
99103,104073,733919,107,1,0,-1,1
80401,184235,733919,143,1,1,-1,1
99636,30092,733919,68,1,1,1,1
99883,145485,733919,2,1,0,1,1
99469,170891,733919,2,-1,1,-1,-1
43037,147808,733919,143,-1,0,-1,-1
99866,126940,733919,180,0,-1,-1,-1
82784,20088,733919,2,1,1,0,1
99645,133499,733919,2,1,1,1,1
97383,30486,733919,180,1,1,0,1
99876,42219,733919,107,1,0,-1,1
98844,183379,733919,173,1,0,-1,1
99702,51067,733919,2,1,1,-1,1
93214,129316,733919,134,-1,0,0,0
93158,70672,733919,94,1,0,0,0
99860,18561,733919,88,-1,1,0,1
98778,5747,733919,2,1,1,1,1
83811,158831,733919,68,-1,0,0,0
77155,133255,733919,171,-1,0,0,0
94957,20313,733919,2,1,1,1,1
99893,130518,733919,271,-1,0,0,1
99865,126940,733919,180,1,0,0,0
90613,173354,733919,268,1,1,1,1
99887,144698,733919,259,1,1,0,0
99072,79304,733919,143,1,0,1,1
98069,182774,733919,143,1,1,0,1
99900,40398,733920,68,-1,0,1,0
84138,72402,733920,94,0,1,1,1
99928,148729,733920,253,-1,1,0,-1
95379,97129,733920,2,-1,0,0,1
98069,155276,733920,143,-1,0,0,0
57022,86404,733920,107,1,-1,0,1
93480,156653,733920,259,1,0,1,1
104388,145260,733920,81,1,1,0,1
99382,144475,733920,253,1,1,1,1
95183,27211,733920,143,1,1,1,1
98548,147667,733920,81,1,1,1,1
99930,24395,733920,81,-1,0,0,0
96954,101415,733920,2,1,0,0,0
99923,153694,733920,143,-1,0,1,1
95076,182290,733920,68,1,1,1,1
77130,126707,733920,2,1,1,1,1
98217,166758,733920,94,1,1,1,1
64631,66172,733920,228,0,1,1,-1
82852,21961,733920,56,-1,-1,-1,0
99911,135203,733920,228,1,0,0,1
98156,6863,733920,2,1,1,-1,1
98686,118686,733920,2,1,1,0,1
77281,176312,733920,259,1,1,-1,1
92514,55677,733920,2,-1,1,1,-1
99156,185179,733920,268,1,0,-1,1
99929,5985,733920,2,1,1,1,1
99920,111950,733920,2,1,1,1,1
64999,66172,733920,228,1,-1,-1,1
99903,32148,733920,171,1,1,1,1
97757,183247,733921,2,1,1,0,1
99944,165157,733921,94,1,1,-1,1
99702,174009,733921,2,1,0,0,1
99195,185227,733921,2,1,0,1,1
96182,67742,733921,134,1,1,0,1
95947,88020,733921,94,1,1,-1,-1
107554,27698,733921,81,1,1,0,1
95829,179040,733921,2,1,0,0,1
99941,179655,733921,94,1,1,0,1
89335,85876,733921,81,1,1,1,1
98299,92647,733921,2,1,1,1,1
85497,130984,733921,94,1,-1,0,1
99940,158409,733921,2,-1,0,0,0
99949,60851,733921,2,0,1,-1,-1
99773,27698,733921,81,1,1,1,1
99165,166364,733921,2,1,1,-1,-1
90914,180846,733921,2,-1,0,1,1
99935,3603,733921,88,0,-1,1,1
91882,118110,733921,94,1,1,1,1
99954,71363,733921,68,-1,0,1,0
86929,67742,733921,134,1,1,0,1
99436,37746,733921,68,1,0,-1,1
83492,136924,733921,88,1,1,1,1
98044,185262,733922,143,-1,1,0,1
78806,69914,733922,2,1,1,-1,1
94529,137651,733922,171,1,1,0,0
99970,183674,733922,88,1,1,-1,1
99973,7151,733922,81,1,1,1,1
97842,134526,733922,143,1,1,0,1
94591,114050,733922,88,1,1,1,1
90954,167923,733922,2,1,1,1,1
51308,127422,733922,56,1,0,0,0
94858,142436,733922,2,1,1,-1,1
89381,134297,733922,269,1,0,0,1
118204,152666,733922,81,1,0,-1,1
99967,129795,733922,2,0,0,-1,1
99966,6572,733922,2,1,0,0,1
99977,98746,733922,88,1,1,0,1
99968,67544,733922,143,1,0,-1,1
99940,2948,733923,2,1,1,-1,1
92145,183768,733923,88,-1,0,0,0
80244,101362,733923,2,1,1,0,1
97787,109923,733923,2,1,1,1,1
94583,144871,733923,259,1,1,1,1
92786,168093,733923,56,1,1,0,1
96854,175431,733923,2,-1,1,0,0
97574,145831,733923,2,1,1,1,1
95444,101415,733923,88,1,1,1,1
95379,180673,733923,2,1,1,1,1
92093,105952,733923,2,1,1,1,1
99998,61458,733923,2,1,0,0,1
99989,185352,733923,2,1,1,-1,1
99220,169190,733923,134,1,1,0,-1
99862,42594,733923,107,1,1,-1,1
100043,143783,733923,68,1,0,0,0
97650,99767,733923,2,1,1,1,1
99864,155620,733923,143,-1,0,0,0
96885,158399,733923,143,1,1,1,1
98747,162624,733923,2,1,1,0,1
95322,172341,733923,259,1,0,-1,1
85623,80500,733923,88,1,1,1,1
88427,101415,733923,88,1,1,1,1
99692,21054,733924,56,-1,-1,-1,-1
100039,51067,733924,2,0,1,0,-1
81145,105451,733924,2,1,1,-1,1
99695,150106,733924,56,-1,0,0,-1
100016,99797,733924,143,-1,0,-1,-1
100038,167398,733924,2,1,0,0,1
100058,158831,733924,68,1,1,-1,1
71381,55195,733924,56,1,1,1,1
100048,6272,733924,68,1,0,1,1
100014,6863,733924,2,1,1,-1,1
100051,171101,733924,107,1,0,1,1
100002,27729,733924,143,1,0,0,1
100053,171101,733924,107,-1,0,-1,1
99967,7532,733924,2,-1,1,-1,1
99883,73740,733924,2,1,1,1,1
95627,21148,733924,68,1,-1,-1,-1
87227,119526,733924,2,1,0,1,1
93158,166758,733924,94,1,1,0,1
100057,185534,733924,81,0,1,0,1
100047,59901,733924,2,1,1,-1,1
100021,163328,733924,269,0,1,0,0
76430,144962,733924,259,1,0,-1,1
79448,125053,733924,259,0,1,0,1
57167,185422,733924,56,1,1,1,0
68586,104125,733924,2,1,0,0,1
93263,185537,733924,68,-1,0,0,0
114180,139394,733924,81,-1,1,-1,1
88427,166384,733924,88,1,1,1,1
94593,120231,733924,143,1,1,1,1
97733,185504,733924,2,1,1,1,1
79806,158026,733925,68,1,0,0,1
96506,49629,733925,81,-1,1,1,1
75669,183703,733925,68,1,1,1,-1
95690,9748,733925,143,1,1,1,1
100097,145485,733925,2,1,1,0,1
75251,88263,733925,143,1,1,1,1
100085,185034,733925,2,1,1,0,1
94957,14930,733925,2,1,1,0,1
92666,5678,733925,2,-1,0,-1,-1
99185,161867,733925,2,1,1,-1,1
82545,156350,733925,88,-1,0,0,0
100118,182507,733925,88,0,1,0,1
5430,179655,733925,143,0,1,0,1
92666,168551,733925,2,0,1,0,1
99382,84994,733925,253,1,1,1,1
93841,185034,733925,2,1,1,0,1
71940,481,733925,94,1,1,1,1
100091,84694,733925,88,-1,1,1,1
93095,91641,733925,2,1,1,-1,1
99876,97018,733925,107,1,0,0,1
100002,51201,733925,143,1,1,1,1
99172,165442,733925,134,1,-1,0,1
99469,185546,733925,2,1,1,1,1
94593,123039,733925,143,1,0,1,1
79669,34904,733925,180,1,1,0,1
99165,108870,733925,2,1,1,-1,-1
77241,185564,733925,180,1,-1,-1,-1
100058,128323,733925,68,0,1,0,0
64107,30654,733925,2,1,1,1,1
98921,10443,733925,2,1,1,1,1
99590,166384,733925,88,1,1,1,0
91229,21148,733925,68,1,-1,0,1
98800,176629,733925,180,1,-1,1,1
100070,185586,733925,56,0,0,1,1
100110,10941,733926,68,1,0,-1,-1
99636,158831,733926,68,0,1,1,1
99331,134736,733926,180,1,0,1,1
98484,67263,733926,81,0,1,-1,1
93429,185586,733926,56,1,0,1,1
98299,51667,733926,2,1,1,0,1
91197,67263,733926,81,0,1,-1,1
98199,131185,733926,2,-1,-1,-1,-1
57560,185684,733926,2,-1,-1,-1,1
99864,178079,733926,143,1,1,1,1
97244,180873,733926,81,0,1,0,1
90010,86426,733926,269,1,-1,0,1
94537,144871,733926,259,1,1,1,1
77241,185665,733926,180,1,-1,-1,-1
76103,27211,733926,143,1,1,-1,1
100120,20811,733926,268,1,-1,0,1
42438,121787,733926,81,0,1,0,1
77241,185663,733926,180,1,-1,-1,-1
51666,84266,733926,253,0,1,0,0
100105,181751,733926,2,1,1,1,1
100102,103466,733926,2,1,1,1,1
93589,161079,733926,259,1,1,1,1
99700,116154,733926,94,1,1,-1,1
90701,143061,733926,88,1,1,0,1
87781,179157,733926,68,1,1,0,1
96517,156285,733926,107,1,0,1,1
98778,169987,733926,2,0,1,0,1
99676,175431,733927,2,1,1,0,1
98299,67458,733927,2,0,1,0,1
99405,164229,733927,268,1,1,1,0
99636,2531,733927,68,1,1,1,1
87227,7340,733927,2,1,1,1,1
99935,163045,733927,88,1,1,0,1
97260,67384,733927,268,1,1,1,0
98879,185534,733927,81,1,1,0,1
100140,164229,733927,268,1,0,1,-1
13873,160309,733927,94,-1,0,0,0
100125,183334,733927,143,1,0,1,1
98325,123173,733927,81,1,0,1,1
90329,185811,733927,259,-1,1,1,-1
100002,88263,733927,143,1,1,1,1
95379,185766,733927,2,1,0,1,1
95379,185821,733927,2,1,1,0,1
89984,49785,733927,68,1,0,-1,-1
100126,164596,733927,173,-1,0,0,1
84103,160309,733927,94,1,1,0,-1
94247,185641,733927,56,1,0,1,1
78748,156288,733927,81,0,-1,0,-1
90795,182224,733927,56,1,1,1,0
94842,19667,733927,2,1,1,1,1
96907,26282,733927,2,1,1,1,1
100123,104125,733927,2,-1,-1,0,-1
83043,5611,733927,138,1,1,1,1
75768,40398,733927,68,1,1,-1,1
97738,111396,733928,107,1,1,0,1
90290,84389,733928,2,1,1,1,1
41230,22694,733928,2,0,1,1,1
100149,185865,733928,2,1,1,0,1
100163,22524,733928,143,1,0,1,1
100157,30044,733928,138,1,1,1,1
98800,158356,733928,180,1,1,1,1
78551,166384,733928,88,0,1,-1,1
95379,185792,733928,2,1,1,1,0
99334,173260,733928,88,1,1,1,1
99264,142045,733928,253,0,0,1,-1
96182,185525,733928,134,1,-1,-1,1
96831,144398,733928,68,1,1,1,1
57060,27256,733928,2,1,0,1,1
96066,114050,733928,88,1,1,1,1
97842,67544,733928,143,1,0,0,1
100070,185846,733928,56,-1,0,0,1
94235,58113,733928,94,-1,0,-1,0
99103,158831,733928,107,1,1,-1,1
21663,165148,733928,68,1,-1,1,-1
87504,70429,733928,68,1,-1,0,1
91229,144398,733928,68,1,-1,0,1
107291,67361,733928,56,1,0,1,1
99469,150084,733929,2,-1,1,0,-1
100180,182720,733929,2,1,1,1,-1
100183,78450,733929,2,1,1,0,1
98778,13624,733929,2,1,1,1,1
78806,174900,733929,2,0,1,-1,-1
94069,112341,733929,138,1,1,1,1
87504,71363,733929,68,1,-1,1,1
98349,185793,733929,173,1,1,0,1
129518,21740,733929,2,1,1,0,1
97131,63638,733929,2,0,-1,-1,1
97103,48744,733929,253,1,1,1,1
82852,185586,733929,56,-1,-1,-1,0
100182,71142,733929,2,1,-1,1,1
90943,185949,733929,56,0,1,0,1
100185,154511,733929,107,1,0,-1,1
96010,159361,733929,94,1,1,1,1
129518,159192,733929,2,1,0,-1,1
100176,10261,733929,81,1,1,0,1
99700,148190,733929,94,1,0,0,0
100169,48744,733929,253,-1,1,1,-1
97787,185309,733929,2,1,1,1,1
85597,185949,733929,56,1,0,0,1
67660,6593,733929,173,1,0,-1,1
96010,159473,733930,94,1,1,0,1
88468,55567,733930,88,1,1,1,1
90972,121445,733930,94,1,0,-1,1
99800,183408,733930,2,1,1,1,1
99020,186026,733930,2,-1,0,0,0
94957,103704,733930,2,1,1,1,1
98349,52183,733930,173,-1,0,-1,0
96498,116300,733930,2,1,0,0,0
100203,52183,733930,173,-1,-1,-1,-1
63993,33762,733930,68,1,-1,1,1
100191,33762,733930,2,0,1,1,1
100206,16092,733930,88,0,1,0,1
98031,185751,733930,68,1,-1,-1,-1
79207,39158,733930,88,1,1,1,1
79840,182774,733930,143,1,1,0,1
95910,107153,733930,2,1,1,0,1
100195,172341,733930,259,0,-1,0,0
98069,170327,733930,143,-1,-1,-1,-1
96588,20559,733930,88,1,1,0,1
99781,170841,733930,94,1,-1,0,1
98921,148851,733930,2,1,1,1,1
100205,175513,733930,171,-1,1,0,1
98299,165595,733930,2,1,1,-1,1
100199,54198,733930,270,1,0,1,1
75251,7982,733930,143,1,0,1,0
94591,49289,733931,88,1,1,0,0
99865,99027,733931,180,1,-1,0,1
20841,3332,733931,2,-1,-1,1,-1
35489,49289,733931,88,0,1,0,0
98506,134297,733931,269,1,1,1,1
94957,167817,733931,2,0,1,-1,1
100225,129470,733931,269,0,1,0,1
72756,179178,733931,68,-1,0,0,0
97105,9332,733931,94,1,0,1,1
87828,145458,733931,107,1,1,-1,1
98521,47648,733931,56,1,0,1,1
100215,80203,733931,68,1,1,1,1
99605,186201,733931,81,1,0,1,1
100244,22524,733931,2,1,0,1,1
82682,144871,733931,259,0,1,0,1
100232,173467,733931,2,1,0,0,1
100214,91641,733931,2,1,1,-1,1
100149,157102,733931,2,-1,0,0,0
100149,157102,733931,2,-1,0,0,0
91774,186153,733931,143,1,1,1,1
99802,52948,733931,107,1,0,0,1
94121,185949,733931,56,-1,-1,0,-1
100243,185534,733931,81,1,1,-1,1
87227,185223,733931,2,1,1,1,1
99722,117819,733931,253,1,1,-1,1
41230,3332,733931,2,0,1,0,0
98971,183867,733931,2,1,0,1,1
100216,7982,733931,143,1,0,1,0
98031,36087,733931,68,0,1,-1,-1
82590,131338,733931,143,0,1,-1,-1
99768,180383,733931,2,1,1,1,1
96689,42594,733931,107,1,0,-1,1
100219,79217,733931,81,1,0,-1,1
99763,136910,733931,56,1,1,0,1
63505,185949,733931,56,1,1,1,1
88610,7151,733931,81,1,1,1,1
100220,186130,733931,56,1,1,-1,-1
91774,56993,733931,143,0,1,1,-1
98737,109574,733931,56,1,1,0,1
100243,185534,733931,81,1,0,0,1
98299,119783,733931,2,1,1,1,1
100266,29247,733932,56,1,0,-1,1
100248,186223,733932,253,-1,0,-1,-1
99751,148827,733932,138,1,1,1,1
83811,146666,733932,68,1,-1,0,1
95829,30351,733932,2,1,1,-1,1
99259,151521,733932,68,1,-1,0,0
95444,57160,733932,88,1,1,0,1
98548,177002,733932,81,1,1,1,1
99561,46193,733932,2,0,1,0,1
98959,121041,733932,2,-1,1,1,1
82682,186194,733932,259,-1,0,1,1
82784,121041,733932,2,-1,1,1,1
100268,163328,733932,269,0,1,0,0
97260,180509,733932,268,1,1,1,0
100261,170835,733932,2,1,0,-1,0
100265,135328,733932,143,-1,1,-1,1
90157,165676,733932,143,1,0,0,-1
100252,183300,733932,134,1,0,-1,1
100276,181828,733932,143,1,1,0,1
92896,46193,733932,2,1,0,0,1
98959,183578,733932,2,1,1,0,1
64107,55677,733932,2,1,0,1,1
100047,153559,733932,2,1,1,0,1
100047,177867,733932,2,1,-1,0,1
98299,103453,733932,2,1,1,0,1
100275,155448,733932,268,1,1,0,1
39616,57160,733932,88,1,1,1,1
98879,157946,733933,81,0,1,0,1
100304,165242,733933,107,1,0,-1,1
100085,186335,733933,2,1,1,0,1
87227,9542,733933,2,1,1,1,1
100287,40398,733933,68,1,0,-1,1
98747,330,733933,2,1,1,1,1
100285,175513,733933,171,-1,0,0,0
95379,185821,733933,2,1,1,1,1
98800,144265,733933,180,1,1,1,1
86731,147271,733933,143,1,0,1,1
90010,186314,733933,269,-1,1,1,-1
100285,186325,733933,171,1,0,-1,1
100296,186200,733933,2,1,0,1,1
100298,91641,733933,2,1,1,0,1
92742,9748,733933,143,1,1,1,1
100303,177967,733933,2,1,0,0,0
97953,186340,733933,81,1,1,1,1
100255,171135,733933,2,1,0,-1,1
89548,114777,733933,2,1,1,1,1
98670,67433,733933,2,1,1,0,1
98031,131394,733933,68,0,-1,-1,-1
100323,41118,733933,81,1,0,1,1
95829,88304,733933,2,1,0,-1,1
94537,159244,733933,259,0,0,1,1
96208,179886,733933,68,1,1,0,1
98521,131759,733933,56,1,1,1,1
93228,85876,733933,81,1,1,-1,1
99702,17288,733933,2,1,0,-1,1
83811,158831,733933,68,1,-1,-1,1
110404,158131,733933,2,-1,0,0,0
21402,184324,733933,88,1,1,1,0
99172,165442,733934,134,1,0,0,1
100332,53670,733934,259,-1,0,0,0
97131,79626,733934,2,-1,0,-1,1
100340,123039,733934,259,-1,1,-1,-1
100338,9748,733934,143,1,1,1,1
81648,144698,733934,259,0,1,0,-1
95690,27729,733934,143,1,0,1,1
23965,137767,733934,2,-1,1,-1,-1
94041,144698,733934,259,1,1,1,1
93480,152790,733934,259,1,0,1,1
51986,157280,733934,88,0,1,1,0
77281,53670,733934,259,-1,0,0,0
90701,185803,733934,88,1,0,-1,1
100185,86404,733934,107,-1,0,-1,-1
100199,186457,733934,270,1,1,1,1
99763,37906,733934,56,-1,0,1,1
99781,65422,733934,94,1,0,-1,1
100365,112667,733934,134,-1,0,-1,-1
99800,56405,733934,2,1,1,0,1
100344,53104,733934,173,1,0,1,1
99781,161332,733934,94,1,0,-1,1
93694,122991,733934,81,1,1,1,1
97574,12120,733934,2,1,1,1,1
99688,93556,733934,2,1,1,1,1
68586,159192,733934,2,1,1,0,1
100356,158367,733934,2,1,1,1,1
98686,94312,733934,2,1,1,1,1
100355,177676,733934,2,1,1,0,1
99702,36709,733934,2,1,1,-1,1
92742,27729,733934,143,1,1,1,1
99103,176246,733934,107,1,0,0,1
98873,186482,733934,134,1,-1,0,1
95671,159018,733934,2,1,1,0,1
100183,67722,733934,2,1,1,1,1
99864,165894,733934,143,-1,1,1,1
100366,158652,733934,268,0,1,-1,1
85924,119508,733934,180,1,1,1,1
98720,186514,733934,2,1,0,0,1
75354,103453,733935,228,1,1,1,-1
94348,183461,733935,107,-1,1,-1,-1
99263,156083,733935,68,-1,0,1,-1
93244,177947,733935,2,1,1,0,1
95829,174009,733935,2,1,1,-1,1
100149,186412,733935,2,1,1,0,1
93589,77259,733935,259,1,1,1,0
100375,63230,733935,2,1,0,-1,1
77130,54157,733935,2,1,1,1,1
99178,180349,733935,81,0,-1,1,-1
60357,13502,733935,68,1,1,1,1
99576,7041,733935,68,1,0,-1,1
88778,166115,733935,143,1,1,1,1
99172,163681,733935,134,1,1,1,1
100371,152694,733935,259,1,0,-1,1
100385,78177,733935,2,1,-1,1,-1
100047,77558,733935,2,1,-1,0,1
90010,86426,733936,269,1,0,0,1
98521,160840,733936,56,1,1,1,1
88468,114050,733936,88,1,1,1,1
96096,156407,733936,134,1,-1,-1,0
100355,42543,733936,2,1,1,-1,1
100396,71142,733936,2,1,0,1,1
87504,158831,733936,68,1,1,1,1
100391,178125,733936,2,1,1,0,1
99781,89282,733936,94,1,1,0,1
98747,178125,733936,2,1,1,0,1
100242,21740,733936,2,1,1,1,1
84772,67742,733936,2,1,1,-1,1
88748,186618,733936,269,0,-1,0,0
98691,159473,733936,94,1,1,0,1
100255,171135,733936,2,1,0,-1,1
73588,159361,733936,94,1,1,1,1
80293,80384,733936,88,0,1,-1,1
84216,24520,733936,138,1,0,-1,-1
93587,169391,733936,2,1,1,-1,1
93587,95719,733936,2,1,0,1,1
99688,133832,733936,2,1,1,0,1
100398,51937,733936,2,1,0,1,1
93587,95719,733936,2,1,1,1,1
99864,66587,733936,143,1,1,1,1
99862,43056,733937,107,0,1,0,1
99287,10580,733937,253,1,0,0,1
90290,185410,733937,2,1,1,-1,1
99524,105378,733937,134,0,-1,0,1
83727,186471,733937,88,1,1,1,1
100425,186730,733937,56,1,0,0,-1
100185,139768,733937,107,1,0,-1,1
99287,185947,733937,253,1,1,0,1
100416,161079,733937,259,1,0,-1,1
87516,100158,733937,56,1,1,1,1
100404,180381,733937,180,1,-1,0,1
100085,186335,733937,2,1,0,0,0
93564,123039,733937,143,1,1,1,1
100424,186675,733937,56,-1,0,0,1
100417,171189,733937,56,-1,0,0,1
92595,186026,733937,2,1,1,-1,1
100278,158650,733937,2,1,-1,-1,0
99546,182938,733937,171,1,1,1,0
100411,91641,733937,2,1,1,-1,1
100407,147218,733937,81,1,1,1,1
93589,123039,733937,259,1,1,0,1
46351,142992,733937,259,1,1,1,1
96907,90734,733937,2,1,1,1,1
93696,151521,733937,68,-1,-1,-1,-1
94924,178534,733937,88,1,1,0,1
99636,186671,733937,68,1,1,1,1
97665,28423,733937,88,0,1,1,1
99636,186683,733937,68,1,1,1,1
94529,182509,733937,171,1,0,0,1
99279,50940,733937,88,1,0,1,1
100405,84081,733937,81,1,0,0,1
93856,156773,733938,107,0,1,-1,1
98873,186474,733938,134,1,-1,-1,1
97665,169533,733938,88,1,0,1,1
97700,186805,733938,81,1,0,-1,1
100431,3060,733938,2,1,0,1,1
51308,160840,733938,56,1,1,0,1
99688,160246,733938,2,1,1,0,1
93856,42594,733938,107,1,1,-1,0
97438,121498,733938,68,1,1,0,1
96145,96638,733938,88,1,1,1,1
100441,147470,733938,56,-1,1,1,1
100047,6733,733938,2,1,-1,-1,1
16269,63072,733938,94,1,1,-1,-1
99415,181751,733938,2,1,1,1,1
98521,21054,733938,56,1,1,1,1
100424,186783,733938,56,1,0,0,1
97215,6863,733938,2,1,1,-1,1
40098,101362,733938,2,1,1,1,1
67660,184413,733938,173,1,1,-1,1
100446,49116,733938,259,1,0,0,1
94664,152429,733938,94,1,1,1,1
99636,177634,733938,68,1,1,1,0
99636,121498,733938,68,1,1,0,1
90157,158399,733938,143,1,0,-1,-1
92714,153942,733938,88,1,1,0,1
100467,136963,733939,180,1,0,-1,1
95076,183074,733939,68,1,0,0,1
100477,48408,733939,88,1,0,1,1
100473,56351,733939,2,1,0,-1,0
89256,134297,733939,269,-1,-1,0,-1
88429,133255,733939,171,1,1,1,0
99415,186936,733939,2,1,1,1,1
99709,8725,733939,2,1,1,1,1
96907,26282,733939,2,1,0,1,1
100470,184746,733939,253,1,0,0,1
96178,126448,733939,2,1,1,1,1
100458,101219,733939,94,1,1,0,1
100471,108870,733939,2,1,-1,-1,-1
80509,182507,733939,88,1,1,0,1
100456,135553,733939,107,1,1,1,1
100457,186863,733939,259,1,0,-1,0
98299,147084,733939,2,0,1,-1,1
100481,186934,733939,2,1,1,1,1
99802,115695,733939,107,1,1,1,1
100466,136963,733939,180,1,1,-1,1
100459,165229,733939,2,1,1,0,1
92985,95650,733939,2,-1,-1,-1,-1
94272,183153,733939,180,1,1,0,1
100375,1289,733939,2,1,0,-1,1
100458,159361,733939,94,1,1,1,1
95947,169039,733939,94,1,1,-1,-1
51986,166384,733939,88,-1,-1,0,0
46351,99145,733940,259,1,0,1,1
57040,186977,733940,2,1,1,-1,1
81121,94503,733940,68,-1,0,1,1
99417,8210,733940,143,0,0,1,-1
100496,125088,733940,107,1,1,-1,1
92595,157102,733940,2,1,1,-1,1
86731,147271,733940,143,1,1,1,1
65412,184371,733940,68,1,1,0,1
100304,42594,733940,107,1,1,0,1
100304,156773,733940,107,1,1,-1,1
98217,23824,733940,94,1,0,1,1
100338,76152,733940,143,1,1,1,1
92742,157193,733940,143,1,1,1,1
92553,186863,733940,259,1,1,1,-1
100199,186972,733940,270,1,1,1,1
100498,160840,733940,56,-1,1,-1,-1
95183,181095,733940,143,1,1,1,1
90063,184367,733940,259,0,1,0,1
100047,185885,733940,2,1,-1,-1,1
79840,181935,733940,143,1,1,-1,1
100530,108531,733940,2,1,1,0,1
99702,145606,733940,2,1,1,0,1
77281,99145,733940,259,1,1,-1,1
96093,37906,733940,56,0,1,-1,1
100521,5114,733940,2,1,1,1,1
100407,77435,733940,81,1,0,1,1
78692,91641,733940,2,-1,1,-1,-1
100505,67502,733940,56,1,0,-1,1
100503,92361,733940,88,1,-1,1,-1
100527,181181,733940,143,1,0,-1,1
90052,186913,733940,173,-1,1,0,1
100039,132894,733940,2,1,0,0,1
92308,18524,733940,2,1,0,1,1
90954,186356,733940,2,1,1,1,1
100185,45431,733940,107,1,1,0,1
94272,185176,733940,180,1,0,0,1
99087,186913,733940,173,1,1,0,1
100537,175968,733940,94,1,1,0,1
100515,186339,733940,2,1,1,0,1
96907,2882,733940,2,1,1,-1,1
79806,93394,733940,68,-1,-1,0,0
136031,163681,733940,134,-1,0,0,0
97438,142261,733940,68,1,1,1,1
85431,40204,733940,68,1,1,1,0
100496,42219,733940,107,1,0,-1,1
89385,100853,733940,269,1,1,-1,1
97980,157193,733940,143,1,1,1,1
99800,144157,733940,2,1,1,1,1
99800,186980,733940,2,1,1,0,1
96145,127671,733941,88,1,0,1,1
100555,171101,733941,107,-1,1,-1,-1
80514,180349,733941,81,-1,-1,-1,1
87504,12614,733941,68,1,1,1,1
90047,78548,733941,2,1,1,1,1
100551,165442,733941,134,1,1,0,1
99702,57160,733941,2,1,1,0,1
72479,120941,733941,143,1,1,1,1
92514,117894,733941,2,1,1,1,1
82370,92258,733941,2,1,1,-1,0
100542,163681,733941,134,1,0,-1,1
100554,8384,733941,2,1,0,1,1
100085,186335,733941,2,-1,0,0,0
100563,154098,733941,81,1,1,1,1
100391,178125,733941,2,1,1,0,1
98521,127422,733941,56,1,1,1,1
100446,166590,733941,259,1,0,1,1
89984,128323,733941,68,1,1,1,-1
97700,39947,733941,81,0,1,-1,1
93589,106984,733941,259,1,1,1,1
100255,157102,733941,2,1,1,-1,1
98747,38490,733941,2,1,1,1,1
89958,157280,733941,88,1,1,0,1
100541,186863,733941,259,0,-1,1,-1
92007,180497,733941,268,1,1,-1,1
100416,106984,733941,259,1,1,1,1
