node_A,node_B,time_days,city_sex_worker,score,sex_type_A,sex_type_B,sex_type_C
114164,231733,734343,56,1,0,1,1
97299,200637,734343,2,1,1,0,1
104525,229061,734343,134,1,-1,1,1
114142,203970,734343,107,1,0,-1,1
108795,204758,734343,259,1,1,-1,1
113898,146849,734343,134,1,1,0,1
92183,216767,734343,2,1,1,-1,1
112594,229870,734343,134,1,1,0,1
70776,213817,734343,107,1,0,-1,1
114146,211311,734343,228,1,0,0,1
114159,154397,734343,271,1,0,0,1
90063,217469,734344,259,1,1,1,1
112026,188266,734344,88,1,1,-1,1
113443,186454,734344,143,1,1,0,1
108014,106984,734344,259,1,1,0,1
114183,61427,734344,143,1,1,0,1
111300,92297,734344,143,1,1,-1,1
82117,229929,734344,81,1,-1,1,1
111924,158297,734344,88,1,1,1,1
5926,94156,734344,68,-1,-1,0,1
111042,72292,734344,2,1,1,-1,1
113257,57160,734344,2,1,1,0,1
102192,193090,734344,2,1,1,-1,1
102192,193090,734344,2,1,1,-1,1
112860,214719,734344,2,1,1,1,1
114189,61109,734344,88,-1,1,-1,1
103812,28989,734344,56,1,1,1,1
113213,225831,734344,2,1,1,1,1
103836,28989,734344,56,1,1,1,1
112972,227230,734344,259,1,0,0,1
114172,158831,734344,68,1,0,0,1
110327,82605,734344,180,1,1,0,1
111305,221012,734344,107,1,0,0,1
113586,229998,734344,107,1,1,-1,1
114098,48744,734344,253,1,1,1,1
113728,138487,734344,68,1,0,0,1
99718,144871,734344,259,1,-1,-1,1
64510,166370,734344,68,1,0,1,1
113696,6224,734344,68,0,-1,1,-1
114004,231347,734344,268,1,1,0,1
112341,223694,734344,180,1,1,1,1
108677,223063,734344,2,1,1,1,0
109589,205181,734344,143,1,1,1,1
112622,135826,734344,2,1,1,1,1
113431,230190,734344,68,1,0,1,1
112375,157102,734344,2,1,1,1,1
90063,159710,734345,259,-1,1,1,1
113493,231769,734345,2,1,0,-1,0
112818,168093,734345,56,1,1,-1,1
100441,214958,734345,56,1,0,1,0
112860,173472,734345,2,1,0,1,1
110327,82605,734345,180,1,1,1,1
64948,214958,734345,228,1,-1,-1,-1
112284,111036,734345,68,1,1,0,1
110250,137080,734345,143,1,0,-1,1
109116,116300,734345,2,1,1,0,0
113687,202708,734345,228,1,1,-1,1
95845,198335,734345,88,-1,1,0,-1
98228,220496,734345,2,1,1,1,1
112619,231909,734345,134,1,1,0,1
114217,202708,734345,228,-1,0,1,1
96588,232045,734345,88,1,1,1,1
114163,167572,734345,143,-1,0,0,0
111388,217493,734345,143,-1,1,0,-1
112619,231378,734345,134,1,0,0,0
113595,220224,734345,2,1,1,0,1
101906,67384,734345,259,1,1,1,1
111305,18251,734345,107,-1,0,0,0
74339,231820,734345,2,-1,-1,-1,-1
113776,153931,734345,2,1,0,-1,1
113760,208792,734345,2,1,1,1,1
112736,229842,734345,2,1,0,0,0
93619,16482,734345,2,0,1,1,1
113728,231308,734345,68,0,1,1,1
103811,181737,734345,88,1,1,0,1
114232,224978,734345,2,1,1,0,1
114218,201246,734345,134,-1,-1,-1,1
113107,60110,734345,2,1,0,-1,-1
82259,231961,734345,88,1,1,0,1
113868,98778,734346,2,1,1,0,1
114286,98685,734346,88,0,1,-1,1
110312,119778,734346,68,1,1,-1,1
113187,158297,734346,2,1,1,1,1
113561,162561,734346,107,0,0,-1,1
114232,6741,734346,2,1,1,0,1
113687,107226,734346,228,1,1,-1,1
108147,9177,734346,134,1,1,0,1
114242,158831,734346,68,1,0,0,1
114261,228654,734346,2,1,1,1,1
111329,169785,734346,259,-1,0,1,-1
111222,8020,734346,180,1,1,1,1
114091,158297,734346,88,1,1,1,1
113728,147040,734346,68,-1,-1,-1,-1
111006,212925,734346,2,1,1,1,1
112753,185714,734346,2,1,1,0,1
97438,232054,734346,68,1,1,1,1
112619,69486,734346,134,1,1,0,0
62699,1905,734346,2,1,1,1,1
113561,204461,734346,107,1,1,-1,1
97299,100953,734346,2,0,1,0,1
76391,96449,734346,138,1,1,1,1
114141,231566,734346,56,1,0,-1,1
114004,202648,734346,268,1,1,1,1
101768,215419,734346,228,1,1,1,1
114017,208877,734346,2,1,1,-1,1
114246,1905,734346,2,1,0,1,1
113124,232232,734346,173,1,1,0,1
110043,177178,734347,2,0,1,1,1
88545,45472,734347,268,0,-1,-1,-1
114333,216386,734347,173,1,0,-1,-1
108384,184021,734347,56,1,0,-1,1
108466,225818,734347,68,1,-1,-1,-1
108384,171884,734347,56,1,0,-1,1
112389,199239,734347,2,1,1,1,1
113131,230765,734347,2,1,1,-1,1
113111,177967,734347,2,0,1,-1,1
112577,231974,734347,88,1,1,1,1
113855,214232,734347,2,1,1,1,1
114300,231565,734347,56,1,1,-1,-1
114329,6032,734347,253,1,1,-1,1
113829,133396,734347,2,1,0,0,1
97299,199211,734347,2,1,1,1,1
106318,228134,734347,2,1,1,1,1
112825,5691,734347,2,-1,1,0,1
113500,107691,734347,134,0,-1,-1,-1
82892,50730,734347,173,1,1,-1,1
101450,86534,734347,94,1,1,0,1
114092,208666,734347,2,1,1,-1,0
114063,29549,734347,81,1,1,1,1
108572,55567,734347,88,1,1,1,1
103027,97934,734347,56,1,0,0,0
112967,137666,734347,271,0,1,1,1
114305,157102,734347,2,1,1,1,1
111884,171811,734347,2,1,1,-1,1
73671,96449,734347,138,1,1,-1,1
114305,200637,734347,2,1,1,1,1
114216,164592,734347,68,1,1,-1,1
100942,221193,734347,271,1,1,1,1
112891,107691,734347,2,1,1,0,1
114312,230714,734347,228,1,1,0,1
114003,231822,734347,2,1,1,1,-1
110327,225634,734347,180,1,1,1,1
114311,155209,734347,253,1,0,1,1
112156,200341,734347,56,1,1,1,1
114299,35627,734347,143,1,0,0,1
112619,129316,734348,134,-1,0,0,0
113431,119778,734348,68,1,0,1,1
113829,50775,734348,2,1,1,0,1
112156,189554,734348,56,1,1,1,1
109664,129316,734348,134,1,1,-1,1
111603,229450,734348,171,1,1,1,1
90509,45472,734348,268,-1,1,0,1
91960,118679,734348,81,1,1,-1,1
105794,230023,734348,228,1,1,1,1
114231,231527,734348,143,1,1,0,1
113126,128181,734348,2,1,1,-1,1
112594,231507,734348,134,1,1,-1,1
112891,203377,734348,2,1,1,-1,1
114004,45472,734348,268,1,1,0,1
113431,153011,734348,68,1,1,1,1
109029,225696,734348,2,1,1,-1,1
75768,97129,734348,68,-1,0,0,0
104493,194283,734348,259,-1,1,0,-1
114061,221012,734348,107,1,0,0,1
114351,129179,734348,253,-1,0,0,0
113696,230645,734348,68,1,-1,1,-1
114336,223153,734348,2,1,1,-1,1
114337,11633,734348,2,1,1,0,1
114358,146666,734348,68,1,0,1,1
110951,2772,734348,2,1,0,1,0
114354,221012,734348,107,1,0,-1,1
114352,32916,734348,107,1,1,-1,1
113443,178079,734348,143,-1,1,-1,1
109400,207085,734348,81,1,0,1,1
113956,231057,734348,56,1,1,1,1
99967,230691,734348,2,-1,1,0,-1
114183,41331,734348,143,1,1,1,1
114348,220632,734348,81,1,1,-1,1
113443,116145,734348,143,1,1,-1,1
114051,169863,734349,269,1,1,0,-1
114371,227216,734349,143,1,0,1,1
98039,185305,734349,81,1,1,1,-1
114094,31280,734349,94,-1,-1,-1,-1
76641,227216,734349,143,1,1,0,1
109029,128618,734349,2,-1,1,-1,1
110043,22524,734349,2,1,0,1,1
110043,157887,734349,2,1,0,1,1
114232,107999,734349,2,1,1,0,1
114036,154497,734349,134,1,1,1,1
114375,203317,734349,2,1,1,-1,1
93619,149198,734349,2,0,1,0,1
113595,144134,734349,2,1,1,1,1
114017,177967,734349,2,-1,1,-1,1
114369,210222,734349,107,1,0,0,1
114348,91295,734349,81,1,-1,-1,1
114363,40204,734349,68,-1,-1,0,0
114216,158831,734349,68,1,1,1,1
113066,46678,734350,2,1,0,-1,1
75768,83707,734350,68,1,0,0,0
110963,127701,734350,56,1,-1,0,1
114386,217680,734350,143,-1,0,1,-1
110637,129245,734350,2,1,0,1,1
110637,229842,734350,2,1,1,1,1
114401,67096,734350,56,1,0,1,1
114371,199260,734350,143,-1,0,0,0
114354,204461,734350,107,-1,0,0,-1
113066,46678,734350,2,1,1,-1,1
109187,231760,734350,228,1,1,1,1
113346,10006,734350,2,1,1,0,1
113066,207651,734350,2,1,1,0,1
114405,232155,734350,56,-1,0,-1,-1
110762,227860,734350,107,1,1,0,1
109116,126669,734350,2,1,1,1,1
97116,214232,734350,81,1,1,-1,1
112271,49199,734350,2,1,1,0,0
91267,226742,734350,2,-1,1,0,0
114388,7207,734350,143,0,0,1,-1
114385,52948,734350,107,1,1,0,1
112375,154182,734350,2,1,1,0,1
64621,171811,734350,2,1,1,1,1
114406,210397,734350,173,1,0,-1,-1
112505,104609,734350,68,1,1,0,0
94529,229450,734350,171,1,1,1,1
106318,100195,734350,2,1,1,1,0
112825,67433,734350,2,1,1,-1,1
113126,155429,734350,2,1,1,-1,1
83431,220043,734350,68,1,0,1,1
113066,9470,734350,2,1,1,0,1
76641,208540,734350,143,-1,1,0,-1
112139,216497,734350,107,1,0,0,1
105242,127701,734350,56,0,1,0,1
114384,123173,734350,81,1,0,1,1
114061,43015,734350,107,1,1,-1,1
114412,150461,734350,270,1,0,-1,0
109214,97782,734350,81,1,1,0,1
114368,79304,734351,143,1,0,-1,1
112156,54621,734351,56,1,1,1,1
113868,100111,734351,2,1,1,1,1
108795,106984,734351,259,1,1,1,1
114429,159735,734351,180,1,0,-1,1
114227,42824,734351,56,1,1,0,1
113760,228681,734351,2,1,1,1,1
112505,17756,734351,68,1,1,-1,1
109714,19819,734351,2,1,1,0,1
109743,228014,734351,88,1,1,1,1
112846,231513,734351,94,1,1,-1,1
114017,166712,734351,2,1,1,-1,1
100962,174520,734351,81,1,0,0,1
114427,228301,734351,270,0,0,1,1
114419,97129,734351,68,1,0,-1,1
97299,166712,734351,2,1,1,1,1
93619,59708,734351,2,1,1,1,0
112271,10298,734351,2,1,1,1,1
114430,43056,734351,107,1,1,1,1
97116,95535,734351,81,1,0,0,1
112284,158831,734351,68,1,1,-1,1
114094,171842,734351,94,-1,0,0,0
114358,96292,734351,68,1,1,1,1
113595,111301,734351,2,1,1,1,1
114375,200637,734351,2,1,1,-1,1
113476,96325,734351,143,1,1,1,1
114232,177967,734351,2,1,1,1,1
114329,10580,734351,253,1,0,-1,1
100962,154300,734351,81,1,1,-1,1
65544,189317,734351,68,1,0,-1,1
114418,159192,734351,2,1,1,-1,1
94661,232809,734351,81,1,1,-1,1
113305,96325,734351,143,1,1,1,1
114446,105378,734351,134,-1,1,0,1
98145,178002,734352,2,0,1,1,-1
112051,223114,734352,259,1,1,1,1
114453,228681,734352,2,1,1,1,1
107024,152962,734352,2,1,1,1,1
109130,104125,734352,2,1,1,1,1
108384,231566,734352,56,1,1,-1,1
114457,14295,734352,2,1,1,-1,1
104590,120201,734352,68,1,1,-1,1
83822,172377,734352,107,1,1,-1,0
92289,43804,734352,107,-1,0,0,-1
112594,178136,734352,134,1,1,-1,1
111103,98263,734352,228,1,1,0,1
114479,6032,734352,253,1,1,-1,1
112606,17238,734352,68,1,1,0,1
113687,37614,734352,228,1,1,-1,1
98039,216587,734352,81,1,1,1,1
114482,212991,734352,271,-1,-1,-1,-1
111612,211797,734352,68,1,1,0,1
113107,232926,734352,2,-1,0,0,0
94557,228620,734352,268,1,1,1,0
113868,184462,734352,2,1,1,0,1
64621,223421,734352,2,1,1,0,1
114478,233079,734352,88,-1,0,-1,1
109898,226510,734352,180,1,1,-1,1
114485,86139,734352,94,1,1,0,1
112139,216497,734352,107,1,1,0,1
111449,229450,734352,171,1,1,-1,-1
113126,150770,734352,2,1,1,0,1
114232,36841,734352,2,1,1,0,1
109214,186069,734352,81,1,1,-1,1
114375,208877,734352,2,1,1,-1,1
64510,164592,734352,68,1,-1,1,1
101093,163045,734352,88,1,1,1,1
114141,42824,734352,56,-1,0,0,0
109214,198603,734352,81,1,0,0,1
114305,100953,734352,2,-1,0,0,0
113346,68965,734352,2,1,1,-1,0
114474,231941,734352,143,-1,1,-1,-1
114004,195858,734353,268,1,1,1,0
114500,9877,734353,68,1,0,-1,-1
114501,21143,734353,68,1,0,0,1
112375,233273,734353,2,1,1,0,1
110637,41426,734353,2,1,1,0,1
102192,223041,734353,2,0,1,-1,-1
112389,134590,734353,2,1,0,1,1
70776,153939,734353,107,1,1,-1,1
109914,165325,734353,94,1,0,-1,1
113147,221012,734353,107,1,1,-1,1
112594,133954,734353,134,1,1,-1,1
110716,43015,734353,107,1,1,1,1
108677,117976,734353,2,1,1,0,1
101070,230981,734353,88,-1,1,1,1
111257,46678,734353,2,1,1,1,1
42360,229870,734353,2,-1,0,0,0
114503,43530,734353,2,1,1,0,1
92054,158297,734353,88,1,1,1,1
75209,10443,734353,2,1,1,1,1
114232,31403,734353,2,1,1,1,1
114329,209960,734353,253,1,1,0,1
82397,202708,734353,228,1,1,1,1
113305,233196,734353,143,1,0,1,1
114492,146720,734353,253,1,1,-1,1
108775,119508,734353,56,1,1,1,1
114227,5185,734353,56,1,0,0,1
114514,221012,734353,107,-1,0,-1,-1
114507,123039,734353,259,1,0,0,1
114516,152790,734353,259,1,0,-1,1
114530,233197,734354,94,0,1,1,0
103027,220359,734354,56,0,1,1,1
114521,165514,734354,88,1,1,1,1
100441,220359,734354,56,1,1,1,1
114051,169863,734354,269,-1,0,0,0
113305,112164,734354,143,1,1,1,1
97706,220359,734354,56,0,1,-1,1
100441,220359,734354,56,-1,-1,1,-1
108797,171135,734354,2,1,1,-1,1
113159,233167,734354,88,-1,0,-1,1
114528,231629,734354,2,1,1,-1,1
110573,233167,734354,88,1,1,0,1
112134,137666,734354,271,1,1,-1,1
114501,119957,734354,68,1,-1,-1,1
114555,183241,734354,94,1,1,-1,1
98037,196325,734354,68,-1,0,0,0
78552,196325,734354,68,1,0,0,0
113150,48473,734354,134,1,0,-1,1
114545,27260,734354,2,1,-1,0,1
114474,208540,734354,143,-1,0,0,-1
114541,214504,734354,56,1,0,-1,1
113868,27494,734354,2,1,1,1,1
106935,233318,734354,94,1,0,1,1
113417,220359,734354,56,-1,-1,0,-1
114227,30148,734354,56,1,1,1,1
110896,233515,734355,228,1,0,1,0
114375,8298,734355,2,1,1,-1,1
94575,61825,734355,180,-1,0,1,1
110870,153939,734355,107,1,0,0,1
102192,204937,734355,2,1,1,-1,1
102554,63814,734355,56,-1,1,-1,-1
64961,233515,734355,228,1,0,1,0
114083,210222,734355,107,1,1,-1,1
114559,217224,734355,56,0,0,-1,1
108797,34570,734355,2,1,1,-1,1
52671,84266,734355,56,-1,0,-1,-1
59593,211797,734355,68,0,-1,-1,1
114521,158297,734355,88,1,1,0,1
113066,8298,734355,2,1,1,1,1
108550,233413,734355,259,-1,1,-1,-1
114004,45472,734355,268,1,1,0,1
113868,150335,734355,2,1,1,0,1
113855,232565,734355,2,1,1,0,1
109187,230714,734355,228,1,1,0,1
107811,102730,734355,94,-1,0,1,-1
114560,228030,734355,2,1,0,1,1
114555,211861,734355,94,-1,0,0,0
114160,183752,734355,107,1,1,1,1
71769,190488,734356,253,1,0,-1,1
112389,19094,734356,2,1,1,1,1
113826,128843,734356,94,-1,0,-1,-1
114575,221012,734356,107,1,0,1,1
114232,206404,734356,2,1,1,1,1
114384,233553,734356,81,-1,0,1,-1
107028,136001,734356,2,1,1,1,1
114231,27211,734356,143,1,1,-1,1
114599,137651,734356,171,1,0,0,-1
114604,223041,734356,2,1,1,0,1
114591,229450,734356,171,1,1,-1,1
113187,100195,734356,2,1,1,1,1
104933,193467,734356,134,1,1,-1,1
137748,165157,734356,94,1,1,0,1
113066,228466,734356,2,1,1,1,1
112594,219001,734356,134,1,1,-1,1
100856,193467,734356,134,1,1,1,1
114577,219001,734356,134,1,1,-1,1
111924,57160,734356,88,1,1,1,1
88042,176312,734356,259,0,1,-1,1
108797,229314,734356,2,1,1,0,0
90245,197851,734356,271,1,1,-1,1
114600,101972,734356,2,1,1,1,1
102804,193467,734356,134,0,-1,-1,-1
114634,75398,734357,81,1,1,1,1
114547,231434,734357,253,-1,0,0,0
82397,128942,734357,228,1,0,1,1
114547,231434,734357,253,-1,0,0,0
108384,233688,734357,56,1,1,-1,1
109914,36516,734357,94,1,1,0,1
114516,207824,734357,259,1,1,0,1
110312,128739,734357,68,1,1,-1,1
112594,117114,734357,134,1,1,-1,1
114112,106984,734357,259,1,1,1,1
113370,38986,734357,134,1,1,-1,1
110963,190310,734357,56,1,1,0,1
105049,113379,734357,259,-1,-1,1,-1
114457,14295,734357,2,1,1,-1,1
114637,44796,734357,271,1,0,1,1
100338,110779,734357,143,1,0,0,0
113561,226388,734357,107,1,1,0,1
114631,54621,734357,56,1,0,0,1
114619,128739,734357,68,1,1,1,0
114639,93034,734357,68,1,1,-1,1
112610,159710,734357,259,1,1,0,1
114617,182774,734357,143,1,1,0,1
114641,146666,734357,68,1,0,0,1
114612,183119,734357,180,1,1,1,1
114109,80500,734357,88,1,1,1,1
113696,122828,734357,68,1,-1,0,1
113395,144398,734357,68,1,1,0,1
98037,122828,734357,68,1,-1,0,1
114621,49289,734357,88,1,0,0,1
98350,146973,734357,81,1,1,0,1
58180,144398,734357,68,-1,1,0,1
112153,55195,734357,56,0,-1,-1,-1
113314,225423,734357,2,-1,0,0,0
114119,217499,734357,253,1,1,-1,1
101501,79091,734357,88,1,1,-1,1
114063,76506,734357,81,1,0,0,0
87322,15395,734357,68,1,1,1,0
112389,29330,734357,2,1,1,1,0
114632,28524,734357,2,-1,0,0,0
106119,159710,734357,259,1,1,1,1
114636,225423,734357,2,-1,0,0,0
114017,164593,734357,2,1,1,-1,-1
112825,128942,734357,2,1,1,1,1
112825,224400,734358,2,1,1,1,1
71562,103714,734358,88,1,1,1,1
114672,59574,734358,68,1,0,-1,1
105545,224048,734358,271,1,0,0,1
109914,118963,734358,94,0,1,-1,1
110175,68197,734358,68,1,0,-1,1
113159,161406,734358,88,1,1,1,1
113314,91462,734358,2,-1,1,-1,1
111318,231657,734358,68,1,1,1,1
114492,206541,734358,253,1,-1,-1,1
114541,175190,734358,56,-1,0,-1,1
113697,174353,734358,88,1,1,-1,1
112818,175661,734358,56,0,-1,-1,-1
114678,105378,734358,134,1,1,0,1
110637,224731,734358,2,1,1,1,1
105259,233242,734358,94,-1,0,0,0
113868,145606,734358,2,1,1,1,1
114516,204758,734358,259,1,1,-1,1
109187,225406,734358,228,1,1,1,1
114375,84515,734358,2,1,0,-1,1
111884,223421,734358,2,1,1,0,1
114671,68356,734358,171,-1,0,0,0
112594,117671,734358,134,1,1,-1,1
107344,174353,734358,88,1,1,1,1
113458,131338,734358,143,1,1,-1,1
114430,106838,734358,107,0,-1,0,0
112682,95594,734359,180,1,0,0,1
103812,217224,734359,56,1,1,1,1
114000,226950,734359,268,1,1,1,1
112375,27278,734359,2,1,1,-1,1
113771,173296,734359,68,1,1,-1,1
114680,233688,734359,56,1,0,-1,1
114705,157102,734359,2,1,1,-1,1
114691,233987,734359,2,1,1,1,1
114690,213935,734359,2,1,-1,0,1
96467,233818,734359,143,-1,0,0,-1
113187,59708,734359,2,1,1,-1,1
113595,9725,734359,2,1,1,1,1
113066,82541,734359,2,1,1,1,1
113066,82541,734359,2,1,1,-1,1
112345,205083,734359,2,1,1,0,1
98350,192353,734359,81,1,1,0,1
111042,233652,734359,2,1,1,0,1
114375,163904,734359,2,1,1,-1,1
114678,107691,734359,134,-1,1,-1,1
111053,185767,734359,2,1,1,0,1
112389,229926,734359,2,1,0,1,1
114712,45001,734359,2,1,1,1,1
70776,210222,734359,107,1,1,-1,1
112389,199239,734359,2,1,0,1,1
114333,232232,734359,173,1,1,0,1
98039,130574,734359,81,1,1,1,1
114577,107691,734359,134,1,1,-1,1
112271,107245,734359,2,1,1,1,1
108065,107153,734359,2,1,1,1,1
114718,233726,734359,173,-1,0,-1,-1
114693,212347,734359,268,1,1,-1,-1
114806,126897,734359,2,1,1,1,1
100102,233924,734359,2,0,1,0,1
94380,98545,734359,143,1,1,1,1
114693,86134,734359,268,1,0,-1,1
114577,178136,734359,134,1,1,0,1
111249,167992,734360,180,1,1,-1,1
89385,196668,734360,269,1,-1,-1,1
114555,29756,734360,94,1,1,-1,1
114739,231816,734360,2,1,1,1,1
109898,233024,734360,180,1,1,-1,1
111399,71125,734360,88,1,1,0,1
114749,171115,734360,171,1,1,0,1
113595,176182,734360,2,-1,1,0,1
112498,185305,734360,81,1,1,-1,1
111222,234081,734360,180,1,1,1,1
113066,5398,734360,2,1,1,1,1
110698,41336,734360,269,0,1,-1,-1
113728,234180,734360,68,-1,0,0,-1
114061,77920,734360,107,1,1,0,1
114112,223255,734360,259,1,1,1,1
114723,232750,734360,94,0,1,-1,1
114748,171115,734360,171,1,1,1,1
78552,33402,734360,68,-1,1,1,1
101501,61109,734360,88,1,1,-1,1
114232,130526,734360,2,1,0,1,1
112015,159192,734360,2,1,1,1,1
112723,234005,734360,2,1,1,-1,1
114747,221012,734360,107,1,1,1,1
84022,71125,734360,88,1,1,1,1
109838,230760,734360,88,1,1,0,1
93619,186356,734360,2,1,1,1,1
114744,221548,734360,107,-1,0,-1,-1
112156,234169,734360,56,1,1,1,1
108677,191210,734360,2,1,1,0,1
112156,233688,734360,56,1,1,1,1
114750,234216,734360,173,-1,0,0,-1
112271,225831,734361,2,1,1,1,1
111948,214713,734361,2,1,1,-1,1
113868,119203,734361,2,1,1,1,1
112622,101362,734361,2,1,1,-1,1
112188,118006,734361,2,1,1,1,1
107295,208146,734361,56,-1,0,0,0
109898,225414,734361,180,1,1,-1,1
101813,229870,734361,134,-1,0,0,0
114753,72982,734361,2,1,1,1,1
114780,230760,734361,88,1,0,0,1
114752,61109,734361,88,1,1,0,1
73486,174353,734361,88,1,1,-1,1
114778,21346,734361,56,1,0,1,1
94380,46887,734361,143,1,1,1,1
111653,189634,734361,94,1,0,0,0
113187,135848,734361,2,1,1,-1,1
112026,174353,734361,88,1,1,-1,1
114787,30148,734361,56,1,1,0,1
114776,204423,734361,68,1,0,0,1
114555,222476,734361,94,0,1,-1,1
66902,231779,734361,88,1,1,1,1
114788,232713,734361,68,-1,0,0,0
114782,100626,734361,68,1,-1,1,-1
105553,137666,734361,271,1,1,1,1
110573,184548,734361,88,1,1,1,1
114784,40204,734361,68,1,-1,0,0
109898,225414,734361,180,1,0,-1,1
111279,229061,734361,134,1,-1,1,-1
113561,180785,734361,107,1,1,0,1
97526,234195,734361,259,1,0,0,0
105545,137666,734361,271,1,0,-1,1
114756,229870,734361,134,-1,1,0,1
107024,107153,734361,2,1,1,1,1
114485,159361,734361,94,1,1,1,1
103027,190310,734362,56,1,1,1,1
114631,97744,734362,56,0,1,0,1
108647,137666,734362,271,1,1,-1,1
75097,234377,734362,94,-1,0,-1,-1
114801,98773,734362,2,-1,0,0,0
114796,221917,734362,270,0,-1,0,1
114507,144871,734362,259,1,1,0,1
111450,107869,734362,2,1,1,1,1
114747,221012,734362,107,1,1,1,1
114791,157636,734362,259,1,0,0,1
111948,92872,734362,2,1,1,1,1
114803,158831,734362,68,1,1,1,1
111323,219001,734362,134,1,1,-1,1
114577,219001,734362,134,1,1,-1,1
113431,234323,734362,68,1,1,1,1
114805,213261,734362,269,-1,0,-1,0
76641,226119,734362,143,1,0,0,1
114375,190527,734362,2,1,1,-1,1
112294,177967,734362,56,1,1,-1,1
114485,86139,734362,94,1,1,1,1
111103,164895,734362,228,1,1,-1,1
114639,11966,734362,68,1,1,0,1
114801,187790,734362,2,1,1,0,1
114804,126897,734362,2,1,1,1,1
106476,13246,734362,88,1,1,1,1
114800,142832,734362,88,1,0,-1,1
112619,29763,734362,134,1,1,0,1
106318,100195,734363,2,1,1,1,1
112215,220962,734363,2,1,-1,0,1
114739,158297,734363,2,1,1,1,1
101813,234383,734363,134,-1,1,0,1
104840,160076,734363,94,0,1,1,1
114825,11633,734363,2,1,0,1,1
114004,232496,734363,268,0,0,-1,1
113431,40204,734363,68,1,1,1,0
104752,96449,734363,138,1,1,1,1
113107,233486,734363,2,-1,0,0,0
114555,91800,734363,94,1,1,-1,1
114824,234493,734363,171,-1,0,1,-1
114375,163904,734363,2,1,1,0,1
106935,228505,734363,94,1,0,1,1
108734,160076,734363,94,-1,-1,-1,-1
109079,208206,734363,88,1,1,-1,1
114812,98696,734363,173,-1,0,0,-1
91842,61109,734363,88,-1,0,0,0
115015,181190,734363,2,1,0,-1,1
55515,98696,734363,173,1,0,0,0
109714,192214,734363,2,1,1,-1,1
111305,124870,734364,107,0,1,1,-1
114516,234636,734364,259,1,0,0,0
112594,228442,734364,134,1,1,0,1
93382,68706,734364,68,1,-1,-1,-1
102673,142190,734364,173,1,-1,1,0
114063,222303,734364,81,0,1,1,1
111357,30125,734364,2,-1,-1,-1,-1
111357,181627,734364,2,-1,0,1,1
111357,215275,734364,2,1,1,1,1
112375,218711,734364,2,1,1,-1,1
114832,136963,734364,180,1,1,-1,1
113380,136963,734364,180,1,1,-1,1
113510,98545,734364,143,1,1,1,1
113066,210950,734364,2,1,1,0,1
110964,152173,734364,2,1,1,0,1
70776,77920,734364,107,1,1,-1,1
112188,233223,734364,2,1,0,1,0
104636,214958,734364,228,1,1,1,1
112622,211565,734364,2,1,1,1,1
114854,147470,734364,134,-1,0,0,0
111884,150504,734364,2,1,1,-1,1
111948,233007,734364,2,1,1,0,0
113868,81212,734365,2,1,1,1,1
97299,233007,734365,2,1,1,0,1
114375,153931,734365,2,1,1,0,1
114860,234704,734365,268,1,0,0,1
114857,221012,734365,107,1,0,-1,1
107344,174353,734365,88,1,1,1,1
111222,234200,734365,180,1,1,1,1
112860,227089,734365,2,1,1,1,1
112389,37073,734365,2,0,1,1,1
108677,30466,734365,2,1,1,-1,1
114869,83361,734365,259,1,0,-1,1
114305,157102,734365,2,1,1,1,1
114868,202237,734365,268,1,1,1,1
114867,234726,734365,81,1,1,1,1
109898,119508,734365,180,1,1,-1,1
93382,196662,734365,68,0,-1,0,-1
114806,105900,734365,2,1,1,0,1
114879,189849,734365,2,1,0,0,1
114492,223574,734365,253,1,1,-1,1
114870,221285,734365,2,-1,0,0,0
112345,233823,734365,2,1,0,1,1
114232,234233,734365,2,1,1,0,1
114555,184764,734365,94,1,1,-1,-1
101093,196662,734365,88,0,1,1,1
113738,103792,734365,143,1,1,-1,1
114912,80586,734366,180,1,0,1,1
112606,234887,734366,68,0,1,-1,-1
114998,233652,734366,2,1,1,-1,1
114612,136963,734366,180,0,1,1,1
112156,98953,734366,56,1,1,1,1
111686,229061,734366,134,0,1,-1,-1
114690,131732,734366,2,1,1,-1,1
114112,226817,734366,259,1,1,1,1
105192,235052,734366,68,1,0,-1,1
105823,115547,734366,259,1,1,1,1
102515,141377,734366,2,1,1,-1,1
114907,204758,734366,259,1,0,1,-1
114906,234070,734366,271,1,0,-1,-1
114902,234905,734366,68,1,0,1,1
112565,129550,734366,56,1,1,1,1
98066,100111,734366,2,1,1,1,1
114899,136963,734366,180,1,0,0,1
113111,6741,734366,2,1,1,-1,1
114017,208663,734366,2,-1,1,-1,-1
90795,215727,734366,56,1,1,0,0
114078,234341,734366,271,-1,0,1,0
114358,150179,734366,68,1,1,0,0
107877,152821,734366,2,1,1,0,1
111653,95715,734366,94,1,1,0,1
105718,158399,734366,143,1,1,-1,1
108775,175661,734366,56,1,1,0,1
93619,233987,734366,2,1,1,1,1
109388,232271,734366,259,0,0,-1,1
114920,137219,734367,56,1,0,1,1
114482,194120,734367,271,-1,-1,-1,-1
102515,225057,734367,2,1,1,-1,1
114944,106984,734367,259,1,1,1,1
101813,132541,734367,134,-1,0,0,0
112375,144150,734367,2,1,0,-1,1
114929,43056,734367,107,-1,0,0,1
113395,83707,734367,68,1,1,0,1
107855,165234,734367,68,1,1,1,1
114922,182561,734367,2,1,1,1,1
